model,use_reasoning,query_type,test_split,variant,task_id,step_index,instruction,raw_prediction,ground_truth_bbox,image_path,coordinates,structured_actions
gta1,False,direct_query,test_task_style,style,1c2baca4-8c20-4e04-b6f6-90db4f565a72,6,Click on 'Toilet Paper' span,"(130,550)","[100, 528.578125, 84.5, 22.84375]",/mnt/test_splits/run_20251112_005316_test_task_style/1c2baca4-8c20-4e04-b6f6-90db4f565a72/screenshots/step_6_click.png,"(130, 550)",
gta1,False,direct_query,test_task_style,text_shrink,1c2baca4-8c20-4e04-b6f6-90db4f565a72,6,Click on 'Toilet Paper' span,"(138,545)","[100, 530.71875, 68.375, 18.5625]",/mnt/test_splits/run_20251113_005227_test_task_text_shrink/1c2baca4-8c20-4e04-b6f6-90db4f565a72/screenshots/step_6_click.png,"(138, 545)",
gta1,False,direct_query,test_domain_original,original,1d84ad91-a8f3-461e-aa43-014d75a8c851,5,Click on 'High school diploma or equivalent' link,"(828,546)
assistant
assistant
(972,546)
assistant
(972,577)
assistant
(768,577)
assistant","[718.9375, 532.0, 210.125, 16]",/mnt/test_splits/run_20251112_004959_test_domain_original/1d84ad91-a8f3-461e-aa43-014d75a8c851/screenshots/step_5_click.png,"(828, 546)",
gta1,False,direct_query,test_domain_original,precision,1d84ad91-a8f3-461e-aa43-014d75a8c851,5,Click on 'High school diploma or equivalent' link,"(576,424)","[503.2562561035156, 414.6296691894531, 147.08749389648438, 11.20001220703125]",/mnt/test_splits/run_20251112_005144_test_domain_precision/1d84ad91-a8f3-461e-aa43-014d75a8c851/screenshots/step_5_click.png,"(576, 424)",
gta1,False,direct_query,test_domain_original,style,1d84ad91-a8f3-461e-aa43-014d75a8c851,5,Click on 'High school diploma or equivalent' link,"(816,545)","[718.9375, 531.5, 210.125, 17]",/mnt/test_splits/run_20251112_005301_test_domain_style/1d84ad91-a8f3-461e-aa43-014d75a8c851/screenshots/step_5_click.png,"(816, 545)",
gta1,False,direct_query,test_domain_original,text_shrink,1d84ad91-a8f3-461e-aa43-014d75a8c851,5,Click on 'High school diploma or equivalent' link,"(807,546)
assistant
assistant
(921,546)
assistant
assistant
assistant
(776,577)
assistant
(856,577)","[718.9375, 534.0, 165.109375, 12]",/mnt/test_splits/run_20251113_005132_test_domain_text_shrink/1d84ad91-a8f3-461e-aa43-014d75a8c851/screenshots/step_5_click.png,"(807, 546)",
gta1,False,direct_query,test_domain_original,original,1d84ad91-a8f3-461e-aa43-014d75a8c851,10,Click on 'Filters' link,"(1360,188)","[1392.21875, 165.34375, 90, 65]",/mnt/test_splits/run_20251112_004959_test_domain_original/1d84ad91-a8f3-461e-aa43-014d75a8c851/screenshots/step_10_click.png,"(1360, 188)",
gta1,False,direct_query,test_domain_original,precision,1d84ad91-a8f3-461e-aa43-014d75a8c851,10,Click on 'Filters' link,"(1286,142)","[1262.5484619140625, 115.7406234741211, 63, 45.49999237060547]",/mnt/test_splits/run_20251112_005144_test_domain_precision/1d84ad91-a8f3-461e-aa43-014d75a8c851/screenshots/step_10_click.png,"(1286, 142)",
gta1,False,direct_query,test_domain_original,style,1d84ad91-a8f3-461e-aa43-014d75a8c851,10,Click on 'Filters' link,"(1543,199)","[1490, 167.34375, 90, 67]",/mnt/test_splits/run_20251112_005301_test_domain_style/1d84ad91-a8f3-461e-aa43-014d75a8c851/screenshots/step_10_click.png,"(1543, 199)",
gta1,False,direct_query,test_domain_original,text_shrink,1d84ad91-a8f3-461e-aa43-014d75a8c851,10,Click on 'Filters' link,"(1556,187)","[1525.28125, 163.84375, 44, 60.5]",/mnt/test_splits/run_20251113_005132_test_domain_text_shrink/1d84ad91-a8f3-461e-aa43-014d75a8c851/screenshots/step_10_click.png,"(1556, 187)",
gta1,False,direct_query,test_domain_original,original,1d84ad91-a8f3-461e-aa43-014d75a8c851,12,Click on 'Career/Education Level' link,"(793,546)","[704.9375, 532.0, 164.765625, 16]",/mnt/test_splits/run_20251112_004959_test_domain_original/1d84ad91-a8f3-461e-aa43-014d75a8c851/screenshots/step_12_click.png,"(793, 546)",
gta1,False,direct_query,test_domain_original,precision,1d84ad91-a8f3-461e-aa43-014d75a8c851,12,Click on 'Career/Education Level' link,"(564,402)","[493.45623779296875, 391.8140563964844, 115.3359375, 11.20001220703125]",/mnt/test_splits/run_20251112_005144_test_domain_precision/1d84ad91-a8f3-461e-aa43-014d75a8c851/screenshots/step_12_click.png,"(564, 402)",
gta1,False,direct_query,test_domain_original,style,1d84ad91-a8f3-461e-aa43-014d75a8c851,12,Click on 'Career/Education Level' link,"(790,545)","[704.9375, 531.5, 164.765625, 17]",/mnt/test_splits/run_20251112_005301_test_domain_style/1d84ad91-a8f3-461e-aa43-014d75a8c851/screenshots/step_12_click.png,"(790, 545)",
gta1,False,direct_query,test_domain_original,text_shrink,1d84ad91-a8f3-461e-aa43-014d75a8c851,12,Click on 'Career/Education Level' link,"(786,546)","[704.9375, 534.0, 133.421875, 12]",/mnt/test_splits/run_20251113_005132_test_domain_text_shrink/1d84ad91-a8f3-461e-aa43-014d75a8c851/screenshots/step_12_click.png,"(786, 546)",
gta1,False,direct_query,test_domain_original,original,20bc1709-b43e-4da1-a71e-440d8fb93fd3,7,Click on 'Jobs' button,"(427,191)","[396, 65, 60.734375, 32]",/mnt/test_splits/run_20251112_004959_test_domain_original/20bc1709-b43e-4da1-a71e-440d8fb93fd3/screenshots/step_7_click.png,"(427, 191)",
gta1,False,direct_query,test_domain_original,precision,20bc1709-b43e-4da1-a71e-440d8fb93fd3,7,Click on 'Jobs' button,"(589,57)","[565.1953125, 45.5, 42.5140380859375, 22.400001525878906]",/mnt/test_splits/run_20251112_005144_test_domain_precision/20bc1709-b43e-4da1-a71e-440d8fb93fd3/screenshots/step_7_click.png,"(589, 57)",
gta1,False,direct_query,test_domain_original,style,20bc1709-b43e-4da1-a71e-440d8fb93fd3,7,Click on 'Jobs' button,"(273,375)","[4, 223, 63.34375, 32]",/mnt/test_splits/run_20251112_005301_test_domain_style/20bc1709-b43e-4da1-a71e-440d8fb93fd3/screenshots/step_7_click.png,"(273, 375)",
gta1,False,direct_query,test_domain_original,text_shrink,20bc1709-b43e-4da1-a71e-440d8fb93fd3,7,Click on 'Jobs' button,"(426,191)","[396, 65, 54.5625, 32]",/mnt/test_splits/run_20251113_005132_test_domain_text_shrink/20bc1709-b43e-4da1-a71e-440d8fb93fd3/screenshots/step_7_click.png,"(426, 191)",
gta1,False,direct_query,test_domain_original,original,2192cca2-abb7-4a19-85f1-d373133085fb,3,Click on 'Food Allergies' link,"(874,544)","[798.890625, 528.0, 140.15625, 24]",/mnt/test_splits/run_20251112_004959_test_domain_original/2192cca2-abb7-4a19-85f1-d373133085fb/screenshots/step_3_click.png,"(874, 544)",
gta1,False,direct_query,test_domain_original,precision,2192cca2-abb7-4a19-85f1-d373133085fb,3,Click on 'Food Allergies' link,"(899,519)","[847.21875, 506.1109313964844, 98.109375, 16.800018310546875]",/mnt/test_splits/run_20251112_005144_test_domain_precision/2192cca2-abb7-4a19-85f1-d373133085fb/screenshots/step_3_click.png,"(899, 519)",
gta1,False,direct_query,test_domain_original,style,2192cca2-abb7-4a19-85f1-d373133085fb,3,Click on 'Food Allergies' link,"(879,550)","[811.015625, 528.0, 126.75, 24]",/mnt/test_splits/run_20251112_005301_test_domain_style/2192cca2-abb7-4a19-85f1-d373133085fb/screenshots/step_3_click.png,"(879, 550)",
gta1,False,direct_query,test_domain_original,text_shrink,2192cca2-abb7-4a19-85f1-d373133085fb,3,Click on 'Food Allergies' link,"(884,544)","[824.09375, 530.5, 112.125, 19]",/mnt/test_splits/run_20251113_005132_test_domain_text_shrink/2192cca2-abb7-4a19-85f1-d373133085fb/screenshots/step_3_click.png,"(884, 544)",
gta1,False,direct_query,test_domain_original,original,21d3931e-9f36-4751-85d3-ad021c532490,5,Click on 'gluten-free' text,"(1152,350)","[1016.5, 333, 295, 26]",/mnt/test_splits/run_20251112_004959_test_domain_original/21d3931e-9f36-4751-85d3-ad021c532490/screenshots/step_5_click.png,"(1152, 350)",
gta1,False,direct_query,test_domain_original,precision,21d3931e-9f36-4751-85d3-ad021c532490,5,Click on 'gluten-free' text,"(1100,246)","[999.5452880859375, 233.09999084472656, 206.5, 18.20001220703125]",/mnt/test_splits/run_20251112_005144_test_domain_precision/21d3931e-9f36-4751-85d3-ad021c532490/screenshots/step_5_click.png,"(1100, 246)",
gta1,False,direct_query,test_domain_original,style,21d3931e-9f36-4751-85d3-ad021c532490,5,Click on 'gluten-free' text,"(1101,358)","[1018.5, 341, 295, 26]",/mnt/test_splits/run_20251112_005301_test_domain_style/21d3931e-9f36-4751-85d3-ad021c532490/screenshots/step_5_click.png,"(1101, 358)",
gta1,False,direct_query,test_domain_original,text_shrink,21d3931e-9f36-4751-85d3-ad021c532490,5,Click on 'gluten-free' text,"(1163,338)","[1016.5, 323.8125, 295, 21.40625]",/mnt/test_splits/run_20251113_005132_test_domain_text_shrink/21d3931e-9f36-4751-85d3-ad021c532490/screenshots/step_5_click.png,"(1163, 338)",
gta1,False,direct_query,test_domain_original,original,23372ead-d829-4e99-8429-1963d4bfe608,0,Click on 'Redfin Premier' button,"(1407,29)","[1338.328125, 0, 122.609375, 60]",/mnt/test_splits/run_20251112_004959_test_domain_original/23372ead-d829-4e99-8429-1963d4bfe608/screenshots/step_0_click.png,"(1407, 29)",
gta1,False,direct_query,test_domain_original,precision,23372ead-d829-4e99-8429-1963d4bfe608,0,Click on 'Redfin Premier' button,"(1565,21)","[1512.8203125, 0, 85.8265380859375, 42]",/mnt/test_splits/run_20251112_005144_test_domain_precision/23372ead-d829-4e99-8429-1963d4bfe608/screenshots/step_0_click.png,"(1565, 21)",
gta1,False,direct_query,test_domain_original,style,23372ead-d829-4e99-8429-1963d4bfe608,0,Click on 'Redfin Premier' button,"(1815,28)","[1746.71875, 0, 117.375, 60]",/mnt/test_splits/run_20251112_005301_test_domain_style/23372ead-d829-4e99-8429-1963d4bfe608/screenshots/step_0_click.png,"(1815, 28)",
gta1,False,direct_query,test_domain_original,text_shrink,23372ead-d829-4e99-8429-1963d4bfe608,0,Click on 'Redfin Premier' button,"(1474,29)","[1414.453125, 0, 101.484375, 60]",/mnt/test_splits/run_20251113_005132_test_domain_text_shrink/23372ead-d829-4e99-8429-1963d4bfe608/screenshots/step_0_click.png,"(1474, 29)",
gta1,False,direct_query,test_domain_original,original,24948950-6ab9-4a90-8aae-bd4f155ace1a,4,Click on 'New Mexico 504' link,"(381,546)","[336, 531.5, 85.1875, 17]",/mnt/test_splits/run_20251112_004959_test_domain_original/24948950-6ab9-4a90-8aae-bd4f155ace1a/screenshots/step_4_click.png,"(381, 546)",
gta1,False,direct_query,test_domain_original,precision,24948950-6ab9-4a90-8aae-bd4f155ace1a,4,Click on 'New Mexico 504' link,"(261,546)","[235.1999969482422, 534.0500183105469, 59.63124084472656, 11.89996337890625]",/mnt/test_splits/run_20251112_005144_test_domain_precision/24948950-6ab9-4a90-8aae-bd4f155ace1a/screenshots/step_4_click.png,"(261, 546)",
gta1,False,direct_query,test_domain_original,style,24948950-6ab9-4a90-8aae-bd4f155ace1a,4,Click on 'New Mexico 504' link,"(376,544)","[336, 531.0, 76.25, 18]",/mnt/test_splits/run_20251112_005301_test_domain_style/24948950-6ab9-4a90-8aae-bd4f155ace1a/screenshots/step_4_click.png,"(376, 544)",
gta1,False,direct_query,test_domain_original,text_shrink,24948950-6ab9-4a90-8aae-bd4f155ace1a,4,Click on 'New Mexico 504' link,"(371,546)","[336, 533.5, 66.9375, 13]",/mnt/test_splits/run_20251113_005132_test_domain_text_shrink/24948950-6ab9-4a90-8aae-bd4f155ace1a/screenshots/step_4_click.png,"(371, 546)",
gta1,False,direct_query,test_task_style,original,24bbf21c-e433-46d6-8a3b-896b0015c0e5,2,Click on 'Brooklyn' span,"(902,300)","[825.984375, 285.234375, 86.6875, 23]",/mnt/test_splits/run_20251112_005055_test_task_original/24bbf21c-e433-46d6-8a3b-896b0015c0e5/screenshots/step_2_click.png,"(902, 300)",
gta1,False,direct_query,test_task_style,precision,24bbf21c-e433-46d6-8a3b-896b0015c0e5,2,Click on 'Brooklyn' span,"(902,209)","[866.1843872070312, 199.6640625, 60.68121337890625, 16.099990844726562]",/mnt/test_splits/run_20251112_005206_test_task_precision/24bbf21c-e433-46d6-8a3b-896b0015c0e5/screenshots/step_2_click.png,"(902, 209)",
gta1,False,direct_query,test_task_style,style,24bbf21c-e433-46d6-8a3b-896b0015c0e5,2,Click on 'Brooklyn' span,"(497,302)","[355.984375, 287.234375, 86.6875, 22]",/mnt/test_splits/run_20251112_005316_test_task_style/24bbf21c-e433-46d6-8a3b-896b0015c0e5/screenshots/step_2_click.png,"(497, 302)",
gta1,False,direct_query,test_task_style,text_shrink,24bbf21c-e433-46d6-8a3b-896b0015c0e5,2,Click on 'Brooklyn' span,"(854,300)","[825.984375, 291.234375, 47.6875, 13]",/mnt/test_splits/run_20251113_005227_test_task_text_shrink/24bbf21c-e433-46d6-8a3b-896b0015c0e5/screenshots/step_2_click.png,"(854, 300)",
gta1,False,direct_query,test_domain_original,original,26ee4ce0-2fdd-4aa5-88b4-fe5270993337,1,Click on 'Search/Filter' button,"(302,463)","[264.71875, 446.140625, 83.5625, 23]",/mnt/test_splits/run_20251112_004959_test_domain_original/26ee4ce0-2fdd-4aa5-88b4-fe5270993337/screenshots/step_1_click.png,"(302, 463)",
gta1,False,direct_query,test_domain_original,precision,26ee4ce0-2fdd-4aa5-88b4-fe5270993337,1,Click on 'Search/Filter' button,"(283,262)","[259.3171691894531, 312.2984313964844, 58.4937744140625, 16.100006103515625]",/mnt/test_splits/run_20251112_005144_test_domain_precision/26ee4ce0-2fdd-4aa5-88b4-fe5270993337/screenshots/step_1_click.png,"(283, 262)",
gta1,False,direct_query,test_domain_original,style,26ee4ce0-2fdd-4aa5-88b4-fe5270993337,1,Click on 'Search/Filter' button,"(319,466)","[265.828125, 437.109375, 100.65625, 35.4375]",/mnt/test_splits/run_20251112_005301_test_domain_style/26ee4ce0-2fdd-4aa5-88b4-fe5270993337/screenshots/step_1_click.png,"(319, 466)",
gta1,False,direct_query,test_domain_original,text_shrink,26ee4ce0-2fdd-4aa5-88b4-fe5270993337,1,Click on 'Search/Filter' button,"(302,429)","[261.71875, 412.671875, 83.5625, 23]",/mnt/test_splits/run_20251113_005132_test_domain_text_shrink/26ee4ce0-2fdd-4aa5-88b4-fe5270993337/screenshots/step_1_click.png,"(302, 429)",
gta1,False,direct_query,test_website_style,original,27ada901-d3db-43a6-b53c-c8ad05e80c26,4,Click on 'Search' button,"(1496,546)","[1434, 523.0, 90, 34]",/mnt/test_splits/run_20251112_005125_test_website_original/27ada901-d3db-43a6-b53c-c8ad05e80c26/screenshots/step_4_click.png,"(1496, 546)",
gta1,False,direct_query,test_website_style,precision,27ada901-d3db-43a6-b53c-c8ad05e80c26,4,Click on 'Search' button,"(1332,547)","[1291.7952880859375, 528.1000061035156, 63, 23.79998779296875]",/mnt/test_splits/run_20251112_005233_test_website_precision/27ada901-d3db-43a6-b53c-c8ad05e80c26/screenshots/step_4_click.png,"(1332, 547)",
gta1,False,direct_query,test_website_style,style,27ada901-d3db-43a6-b53c-c8ad05e80c26,4,Click on 'Search' button,"(1480,550)","[1425.765625, 523.0, 95.421875, 34]",/mnt/test_splits/run_20251112_005341_test_website_style/27ada901-d3db-43a6-b53c-c8ad05e80c26/screenshots/step_4_click.png,"(1480, 550)",
gta1,False,direct_query,test_website_style,text_shrink,27ada901-d3db-43a6-b53c-c8ad05e80c26,4,Click on 'Search' button,"(1500,546)","[1443.640625, 523.0, 80.359375, 34]",/mnt/test_splits/run_20251113_005230_test_website_text_shrink/27ada901-d3db-43a6-b53c-c8ad05e80c26/screenshots/step_4_click.png,"(1500, 546)",
gta1,False,direct_query,test_domain_original,original,2854bdb8-783d-4ee9-a87c-4de3a5ac0654,2,Click on 'Interactions' link,"(899,548)","[844.0625, 529.0, 100.03125, 22]",/mnt/test_splits/run_20251112_004959_test_domain_original/2854bdb8-783d-4ee9-a87c-4de3a5ac0654/screenshots/step_2_click.png,"(899, 548)",
gta1,False,direct_query,test_domain_original,precision,2854bdb8-783d-4ee9-a87c-4de3a5ac0654,2,Click on 'Interactions' link,"(918,395)","[878.8390502929688, 383.3046875, 70.0218505859375, 15.399993896484375]",/mnt/test_splits/run_20251112_005144_test_domain_precision/2854bdb8-783d-4ee9-a87c-4de3a5ac0654/screenshots/step_2_click.png,"(918, 395)",
gta1,False,direct_query,test_domain_original,style,2854bdb8-783d-4ee9-a87c-4de3a5ac0654,2,Click on 'Interactions' link,"(946,551)","[882.96875, 528.0, 114.796875, 24]",/mnt/test_splits/run_20251112_005301_test_domain_style/2854bdb8-783d-4ee9-a87c-4de3a5ac0654/screenshots/step_2_click.png,"(946, 551)",
gta1,False,direct_query,test_domain_original,text_shrink,2854bdb8-783d-4ee9-a87c-4de3a5ac0654,2,Click on 'Interactions' link,"(751,532)","[715.90625, 519.53125, 62.25, 13]",/mnt/test_splits/run_20251113_005132_test_domain_text_shrink/2854bdb8-783d-4ee9-a87c-4de3a5ac0654/screenshots/step_2_click.png,"(751, 532)",
gta1,False,direct_query,test_domain_original,original,2854bdb8-783d-4ee9-a87c-4de3a5ac0654,4,Click on 'Drugs A-Z' link in the top navigation menu,"(744,50)","[696, 36.40625, 89.03125, 25]",/mnt/test_splits/run_20251112_004959_test_domain_original/2854bdb8-783d-4ee9-a87c-4de3a5ac0654/screenshots/step_4_click.png,"(744, 50)",
gta1,False,direct_query,test_domain_original,precision,2854bdb8-783d-4ee9-a87c-4de3a5ac0654,4,Click on 'Drugs A-Z' link in the top navigation menu,"(810,34)","[775.1953125, 25.484375, 62.32183837890625, 17.5]",/mnt/test_splits/run_20251112_005144_test_domain_precision/2854bdb8-783d-4ee9-a87c-4de3a5ac0654/screenshots/step_4_click.png,"(810, 34)",
gta1,False,direct_query,test_domain_original,style,2854bdb8-783d-4ee9-a87c-4de3a5ac0654,4,Click on 'Drugs A-Z' link in the top navigation menu,"(748,57)","[697, 33.8125, 70.234375, 52.1875]",/mnt/test_splits/run_20251112_005301_test_domain_style/2854bdb8-783d-4ee9-a87c-4de3a5ac0654/screenshots/step_4_click.png,"(748, 57)",
gta1,False,direct_query,test_domain_original,text_shrink,2854bdb8-783d-4ee9-a87c-4de3a5ac0654,4,Click on 'Drugs A-Z' link in the top navigation menu,"(736,50)","[696, 38.796875, 72.09375, 21]",/mnt/test_splits/run_20251113_005132_test_domain_text_shrink/2854bdb8-783d-4ee9-a87c-4de3a5ac0654/screenshots/step_4_click.png,"(736, 50)",
gta1,False,direct_query,test_domain_original,original,2bc717a1-d1cc-4a95-91ca-700cce9ab18c,3,Click on 'Business' span,"(342,373)","[308, 358, 144.0625, 24]",/mnt/test_splits/run_20251112_004959_test_domain_original/2bc717a1-d1cc-4a95-91ca-700cce9ab18c/screenshots/step_3_click.png,"(342, 373)",
gta1,False,direct_query,test_domain_original,precision,2bc717a1-d1cc-4a95-91ca-700cce9ab18c,3,Click on 'Business' span,"(239,262)","[215.59999084472656, 250.59999084472656, 100.84376525878906, 16.800003051757812]",/mnt/test_splits/run_20251112_005144_test_domain_precision/2bc717a1-d1cc-4a95-91ca-700cce9ab18c/screenshots/step_3_click.png,"(239, 262)",
gta1,False,direct_query,test_domain_original,style,2bc717a1-d1cc-4a95-91ca-700cce9ab18c,3,Click on 'Business' span,"(311,419)","[272, 402, 183.03125, 24]",/mnt/test_splits/run_20251112_005301_test_domain_style/2bc717a1-d1cc-4a95-91ca-700cce9ab18c/screenshots/step_3_click.png,"(311, 419)",
gta1,False,direct_query,test_domain_original,text_shrink,2bc717a1-d1cc-4a95-91ca-700cce9ab18c,3,Click on 'Business' span,"(334,373)","[308, 358, 117.0625, 24]",/mnt/test_splits/run_20251113_005132_test_domain_text_shrink/2bc717a1-d1cc-4a95-91ca-700cce9ab18c/screenshots/step_3_click.png,"(334, 373)",
gta1,False,direct_query,test_website_style,original,2c09555a-4f9f-457d-b15b-0e8078ec4338,1,Click on 'Restaurants' link,"(1062,280)","[982, 269, 92.484375, 17]",/mnt/test_splits/run_20251112_005125_test_website_original/2c09555a-4f9f-457d-b15b-0e8078ec4338/screenshots/step_1_click.png,"(1062, 280)",
gta1,False,direct_query,test_website_style,precision,2c09555a-4f9f-457d-b15b-0e8078ec4338,1,Click on 'Restaurants' link,"(1026,198)","[975.3953247070312, 188.3000030517578, 64.73907470703125, 11.899993896484375]",/mnt/test_splits/run_20251112_005233_test_website_precision/2c09555a-4f9f-457d-b15b-0e8078ec4338/screenshots/step_1_click.png,"(1026, 198)",
gta1,False,direct_query,test_website_style,style,2c09555a-4f9f-457d-b15b-0e8078ec4338,1,Click on 'Restaurants' link,"(1060,280)","[982, 269, 80.484375, 18]",/mnt/test_splits/run_20251112_005341_test_website_style/2c09555a-4f9f-457d-b15b-0e8078ec4338/screenshots/step_1_click.png,"(1060, 280)",
gta1,False,direct_query,test_website_style,text_shrink,2c09555a-4f9f-457d-b15b-0e8078ec4338,1,Click on 'Restaurants' link,"(1060,279)","[982, 270, 75.140625, 15]",/mnt/test_splits/run_20251113_005230_test_website_text_shrink/2c09555a-4f9f-457d-b15b-0e8078ec4338/screenshots/step_1_click.png,"(1060, 279)",
gta1,False,direct_query,test_domain_original,original,2c7f54d8-3266-416a-bf64-7023521f94f8,3,Click on 'Notifications' div,"(80,393)","[28, 380, 96.828125, 18]",/mnt/test_splits/run_20251112_004959_test_domain_original/2c7f54d8-3266-416a-bf64-7023521f94f8/screenshots/step_3_click.png,"(80, 393)",
gta1,False,direct_query,test_domain_original,precision,2c7f54d8-3266-416a-bf64-7023521f94f8,3,Click on 'Notifications' div,"(39,275)","[19.600000381469727, 265.6999816894531, 67.77968406677246, 12.600006103515625]",/mnt/test_splits/run_20251112_005144_test_domain_precision/2c7f54d8-3266-416a-bf64-7023521f94f8/screenshots/step_3_click.png,"(39, 275)",
gta1,False,direct_query,test_domain_original,style,2c7f54d8-3266-416a-bf64-7023521f94f8,3,Click on 'Notifications' div,"(80,404)","[28, 392, 96.890625, 18]",/mnt/test_splits/run_20251112_005301_test_domain_style/2c7f54d8-3266-416a-bf64-7023521f94f8/screenshots/step_3_click.png,"(80, 404)",
gta1,False,direct_query,test_domain_original,text_shrink,2c7f54d8-3266-416a-bf64-7023521f94f8,3,Click on 'Notifications' div,"(80,393)","[28, 380, 96.828125, 18]",/mnt/test_splits/run_20251113_005132_test_domain_text_shrink/2c7f54d8-3266-416a-bf64-7023521f94f8/screenshots/step_3_click.png,"(80, 393)",
gta1,False,direct_query,test_task_style,original,2cc71f04-851c-4a75-8728-a80783984a32,0,Click on 'Set Me Free Pt.2' link,"(559,545)","[484, 529.5, 147.078125, 21]",/mnt/test_splits/run_20251112_005055_test_task_original/2cc71f04-851c-4a75-8728-a80783984a32/screenshots/step_0_click.png,"(559, 545)",
gta1,False,direct_query,test_task_style,precision,2cc71f04-851c-4a75-8728-a80783984a32,0,Click on 'Set Me Free Pt.2' link,"(681,385)","[626.7952880859375, 374.5874938964844, 102.9547119140625, 14.70001220703125]",/mnt/test_splits/run_20251112_005206_test_task_precision/2cc71f04-851c-4a75-8728-a80783984a32/screenshots/step_0_click.png,"(681, 385)",
gta1,False,direct_query,test_task_style,style,2cc71f04-851c-4a75-8728-a80783984a32,0,Click on 'Set Me Free Pt.2' link,"(556,546)","[484, 528.5, 139.0625, 23]",/mnt/test_splits/run_20251112_005316_test_task_style/2cc71f04-851c-4a75-8728-a80783984a32/screenshots/step_0_click.png,"(556, 546)",
gta1,False,direct_query,test_task_style,text_shrink,2cc71f04-851c-4a75-8728-a80783984a32,0,Click on 'Set Me Free Pt.2' link,"(543,546)","[484, 531.5, 114.40625, 17]",/mnt/test_splits/run_20251113_005227_test_task_text_shrink/2cc71f04-851c-4a75-8728-a80783984a32/screenshots/step_0_click.png,"(543, 546)",
gta1,False,direct_query,test_task_style,original,2cc71f04-851c-4a75-8728-a80783984a32,3,Click on 'Music' link,"(1632,30)","[1603.328125, 10, 39.109375, 40]",/mnt/test_splits/run_20251112_005055_test_task_original/2cc71f04-851c-4a75-8728-a80783984a32/screenshots/step_3_click.png,"(1632, 30)",
gta1,False,direct_query,test_task_style,precision,2cc71f04-851c-4a75-8728-a80783984a32,3,Click on 'Music' link,"(1721,22)","[1698.3203125, 7, 27.3765869140625, 28]",/mnt/test_splits/run_20251112_005206_test_task_precision/2cc71f04-851c-4a75-8728-a80783984a32/screenshots/step_3_click.png,"(1721, 22)",
gta1,False,direct_query,test_task_style,style,2cc71f04-851c-4a75-8728-a80783984a32,3,Click on 'Music' link,"(1558,32)","[1533.03125, 12, 34.59375, 41]",/mnt/test_splits/run_20251112_005316_test_task_style/2cc71f04-851c-4a75-8728-a80783984a32/screenshots/step_3_click.png,"(1558, 32)",
gta1,False,direct_query,test_task_style,text_shrink,2cc71f04-851c-4a75-8728-a80783984a32,3,Click on 'Music' link,"(1667,30)","[1642.890625, 10, 30.734375, 40]",/mnt/test_splits/run_20251113_005227_test_task_text_shrink/2cc71f04-851c-4a75-8728-a80783984a32/screenshots/step_3_click.png,"(1667, 30)",
gta1,False,direct_query,test_task_style,original,2daa15a5-649e-43fa-912f-00111b163fb6,1,Click on 'Follow Button' button,"(652,527)","[562.5, 494, 173, 55]",/mnt/test_splits/run_20251112_005055_test_task_original/2daa15a5-649e-43fa-912f-00111b163fb6/screenshots/step_1_click.png,"(652, 527)",
gta1,False,direct_query,test_task_style,precision,2daa15a5-649e-43fa-912f-00111b163fb6,1,Click on 'Follow Button' button,"(746,370)","[681.7453002929688, 345.79998779296875, 121.0999755859375, 38.5]",/mnt/test_splits/run_20251112_005206_test_task_precision/2daa15a5-649e-43fa-912f-00111b163fb6/screenshots/step_1_click.png,"(746, 370)",
gta1,False,direct_query,test_task_style,style,2daa15a5-649e-43fa-912f-00111b163fb6,1,Click on 'Follow Button' button,"(655,479)","[606.4375, 462.71875, 93.125, 55]",/mnt/test_splits/run_20251112_005316_test_task_style/2daa15a5-649e-43fa-912f-00111b163fb6/screenshots/step_1_click.png,"(655, 479)",
gta1,False,direct_query,test_task_style,text_shrink,2daa15a5-649e-43fa-912f-00111b163fb6,1,Click on 'Follow Button' button,"(652,528)","[562.5, 494, 173, 55]",/mnt/test_splits/run_20251113_005227_test_task_text_shrink/2daa15a5-649e-43fa-912f-00111b163fb6/screenshots/step_1_click.png,"(652, 528)",
gta1,False,direct_query,test_domain_original,original,2e64ac92-0fe6-4140-ace1-382cc02a2132,0,Click on 'Turn on notifications' button,"(965,546)","[760, 514.0, 400, 52]",/mnt/test_splits/run_20251112_004959_test_domain_original/2e64ac92-0fe6-4140-ace1-382cc02a2132/screenshots/step_0_click.png,"(965, 546)",
gta1,False,direct_query,test_domain_original,precision,2e64ac92-0fe6-4140-ace1-382cc02a2132,0,Click on 'Turn on notifications' button,"(958,546)","[812.4921875, 521.8000183105469, 280, 36.39996337890625]",/mnt/test_splits/run_20251112_005144_test_domain_precision/2e64ac92-0fe6-4140-ace1-382cc02a2132/screenshots/step_0_click.png,"(958, 546)",
gta1,False,direct_query,test_domain_original,style,2e64ac92-0fe6-4140-ace1-382cc02a2132,0,Click on 'Turn on notifications' button,"(965,547)","[760, 514.0, 400, 52]",/mnt/test_splits/run_20251112_005301_test_domain_style/2e64ac92-0fe6-4140-ace1-382cc02a2132/screenshots/step_0_click.png,"(965, 547)",
